rounds,time
36,0.50
35,0.92
34,0.50
33,0.46
32,0.58
31,1.66
30,0.70
29,0.59
28,1.74
27,0.58
26,0.71
25,0.24
24,0.54
23,0.25
22,0.82
21,0.61
20,0.24
19,0.33
18,0.58
17,0.58
16,0.19
15,0.44
14,0.22
13,0.15
12,0.38
11,0.31
10,0.14
9,0.15
8,0.17
7,0.15
6,0.09
5,0.07
4,0.05
3,0.06
2,0.05
1,0.05
0,0.04
80,2.58
79,2.14
78,4.22
77,0.98
76,2.76
75,6.75
74,1.68
73,5.45
72,1.96
71,4.94
70,2.05
69,12.38
68,2.52
67,3.12
66,1.92
65,1.25
64,3.60
63,1.66
62,2.10
61,3.94
60,1.20
59,9.86
58,1.50
57,2.28
56,0.74
55,5.62
54,2.01
53,1.74
52,3.69
51,0.63
50,4.70
49,1.56
48,0.49
47,1.06
46,2.39
45,0.62
44,2.03
43,0.51
42,0.66
41,2.46
40,0.65
39,1.72
38,1.02
37,0.83
36,2.40
35,1.04
34,0.73
33,0.54
32,1.67
31,0.50
30,0.65
29,0.62
28,0.25
27,0.34
26,0.98
25,0.23
24,0.22
23,0.52
22,0.46
21,1.89
20,0.29
19,0.68
18,0.52
17,0.35
16,0.24
15,0.27
14,0.19
13,0.26
12,0.32
11,0.14
10,0.28
9,0.14
8,0.16
7,0.11
6,0.09
5,0.06
4,0.06
3,0.06
2,0.06
1,0.05
0,0.05
80,5.78
79,4.93
78,3.68
77,4.01
76,4.32
75,1.61
74,1.51
73,1.10
72,2.66
71,3.51
70,5.23
69,6.75
68,1.64
67,5.32
66,1.07
65,2.26
64,5.70
63,2.07
62,1.62
61,2.17
60,0.98
59,1.80
58,6.06
57,1.74
56,1.80
55,1.04
54,0.62
53,1.67
52,4.29
51,0.60
50,3.64
49,2.08
48,1.32
47,1.16
46,0.51
45,1.54
44,3.86
43,0.89
42,0.48
41,1.24
40,1.41
39,1.60
38,1.78
37,1.14
36,0.42
35,0.99
34,1.34
33,0.28
32,0.36
31,0.58
30,0.78
29,0.40
28,0.56
27,0.53
26,0.27
25,0.33
24,0.34
23,0.63
22,0.30
21,0.32
20,1.61
19,0.61
18,0.30
17,0.50
16,0.18
15,0.19
14,0.36
13,0.25
12,0.19
11,0.14
10,0.23
9,0.12
8,0.08
7,0.10
6,0.11
5,0.07
4,0.06
3,0.05
2,0.05
1,0.04
0,0.05
80,5.78
79,1.72
78,1.06
77,1.72
76,3.44
75,0.97
74,1.03
73,1.90
72,11.64
71,10.18
70,2.88
69,4.04
68,6.72
67,7.27
66,1.10
65,1.05
64,3.90
63,8.45
62,3.33
61,2.16
60,1.71
59,4.41
58,2.13
57,1.36
56,0.76
55,1.06
54,3.63
53,2.30
52,1.11
51,2.55
50,1.68
49,0.59
48,1.32
47,1.84
46,1.05
45,1.19
44,4.19
43,2.71
42,3.39
41,0.66
40,0.90
39,1.58
38,0.40
37,1.63
36,1.31
35,0.82
34,2.93
33,0.35
32,0.27
31,0.78
30,0.65
29,0.44
28,0.40
27,1.90
26,0.50
25,0.28
24,0.65
23,1.43
22,0.56
21,0.30
20,0.71
19,0.16
18,0.14
17,0.30
16,0.16
15,0.21
14,0.24
13,1.14
12,2.12
11,0.19
10,0.30
9,0.12
8,0.20
7,0.11
6,0.09
5,0.07
4,0.06
3,0.06
2,0.04
1,0.05
0,0.04
80,5.66
79,1.01
78,4.72
77,3.46
76,11.15
75,17.53
74,6.68
73,3.21
72,17.23
71,2.19
70,1.15
69,3.20
68,4.37
67,3.03
66,3.62
65,9.00
64,3.96
63,3.42
62,1.66
61,0.78
60,0.74
59,2.58
58,1.82
57,3.21
56,1.17
55,2.37
54,0.76
53,2.10
52,3.12
51,2.24
50,2.23
49,3.25
48,1.62
47,2.62
46,1.72
45,0.83
44,1.98
43,0.70
42,0.44
41,0.58
40,3.08
39,2.06
38,0.81
37,1.26
36,2.02
35,0.42
34,0.64
33,1.09
32,0.30
31,0.77
30,0.93
29,2.24
28,0.96
27,0.21
26,0.93
25,0.23
24,0.57
23,0.49
22,0.60
21,0.35
20,0.40
19,0.52
18,0.74
17,0.38
16,0.28
15,0.15
14,0.70
13,0.29
12,0.10
11,0.23
10,0.15
9,0.31
8,0.12
7,0.12
6,0.09
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,1.30
79,4.64
78,2.72
77,6.52
76,8.10
75,5.88
74,4.00
73,6.41
72,4.98
71,3.82
70,8.46
69,1.36
68,1.06
67,2.84
66,5.02
65,2.80
64,5.57
63,3.64
62,3.48
61,0.96
60,0.68
59,6.50
58,1.22
57,4.02
56,0.75
55,1.82
54,3.34
53,2.34
52,1.39
51,4.06
50,4.22
49,0.58
48,0.59
47,4.15
46,1.02
45,0.50
44,0.70
43,0.70
42,5.77
41,2.01
40,0.50
39,3.04
38,0.34
37,0.62
36,0.51
35,1.04
34,0.75
33,0.37
32,0.83
31,1.07
30,0.43
29,0.29
28,1.69
27,0.44
26,0.35
25,0.22
24,0.85
23,0.28
22,0.23
21,0.20
20,0.52
19,0.23
18,0.27
17,0.20
16,0.35
15,0.72
14,0.55
13,0.41
12,0.15
11,0.16
10,0.09
9,0.25
8,0.11
7,0.26
6,0.08
5,0.07
4,0.06
3,0.05
2,0.06
1,0.05
0,0.05
80,3.48
79,5.76
78,2.00
77,11.41
76,3.62
75,15.22
74,1.52
73,3.08
72,1.18
71,5.00
70,2.74
69,1.27
68,3.55
67,4.59
66,3.39
65,3.33
64,7.04
63,4.39
62,1.60
61,1.12
60,4.66
59,2.10
58,1.05
57,3.42
56,1.11
55,3.18
54,1.53
53,1.91
52,1.49
51,0.91
50,0.50
49,2.08
48,4.53
47,1.90
46,6.14
45,2.05
44,1.11
43,3.24
42,1.36
41,1.91
40,0.48
39,0.99
38,2.71
37,0.73
36,0.58
35,1.15
34,0.68
33,0.31
32,0.39
31,0.82
30,0.37
29,0.60
28,0.90
27,0.82
26,0.25
25,0.48
24,0.30
23,0.32
22,0.32
21,0.43
20,0.35
19,0.21
18,0.44
17,0.17
16,0.46
15,0.22
14,0.42
13,0.14
12,0.40
11,0.18
10,0.12
9,0.10
8,0.18
7,0.25
6,0.10
5,0.06
4,0.06
3,0.06
2,0.05
1,0.05
0,0.04
80,5.76
79,4.93
78,4.83
77,2.83
76,2.18
75,12.34
74,1.02
73,3.63
72,1.72
71,13.02
70,2.04
69,5.92
68,6.66
67,4.49
66,6.81
65,2.01
64,3.02
63,3.94
62,2.51
61,5.86
60,5.34
59,1.36
58,5.11
57,3.88
56,3.82
55,2.68
54,2.12
53,2.84
52,2.64
51,1.14
50,2.04
49,0.69
48,3.21
47,0.72
46,2.77
45,2.34
44,1.11
43,3.94
42,2.12
41,2.80
40,2.40
39,1.75
38,2.79
37,1.02
36,1.12
35,2.30
34,1.15
33,0.54
32,0.39
31,0.40
30,0.64
29,0.34
28,0.69
27,0.30
26,0.97
25,1.14
24,1.07
23,0.25
22,0.34
21,0.18
20,1.48
19,0.52
18,0.53
17,0.21
16,0.45
15,0.17
14,0.55
13,0.25
12,0.42
11,0.24
10,0.10
9,0.09
8,0.12
7,0.10
6,0.10
5,0.07
4,0.06
3,0.06
2,0.05
1,0.04
0,0.05
80,4.24
79,2.62
78,2.48
77,1.52
76,4.68
75,2.27
74,5.01
73,1.34
72,5.20
71,2.44
70,1.92
69,2.20
68,4.32
67,4.42
66,1.92
65,7.16
64,2.78
63,3.45
62,2.54
61,4.54
60,0.68
59,1.52
58,3.63
57,1.08
56,1.41
55,4.84
54,1.47
53,1.22
52,1.50
51,5.61
50,0.60
49,3.10
48,0.87
47,2.83
46,1.04
45,3.54
44,6.89
43,1.74
42,1.48
41,1.36
40,1.49
39,0.88
38,0.38
37,0.82
36,0.96
35,0.65
34,2.41
33,0.74
32,0.37
31,1.42
30,0.41
29,1.02
28,1.57
27,0.71
26,1.51
25,0.31
24,0.56
23,0.26
22,0.92
21,0.59
20,0.40
19,0.35
18,0.20
17,0.28
16,0.23
15,0.42
14,0.24
13,0.34
12,0.14
11,0.12
10,0.42
9,0.42
8,0.27
7,0.29
6,0.08
5,0.06
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,6.74
79,16.08
78,6.61
77,5.93
76,4.08
75,3.08
74,1.04
73,1.21
72,2.00
71,2.14
70,1.20
69,1.14
68,8.92
67,1.32
66,5.92
65,4.94
64,2.74
63,3.77
62,1.37
61,0.71
60,0.66
59,3.46
58,0.99
57,1.52
56,0.74
55,1.29
54,1.75
53,1.94
52,3.58
51,1.10
50,1.58
49,1.45
48,5.54
47,1.05
46,2.51
45,1.24
44,3.93
43,4.78
42,2.60
41,1.54
40,1.02
39,0.55
38,0.81
37,3.72
36,1.71
35,0.40
34,1.41
33,0.94
32,1.47
31,0.98
30,0.48
29,0.73
28,0.46
27,1.38
26,0.69
25,0.21
24,1.17
23,0.48
22,1.14
21,0.61
20,0.79
19,0.16
18,1.46
17,0.46
16,0.43
15,0.49
14,0.45
13,0.70
12,0.15
11,0.18
10,0.10
9,0.34
8,0.44
7,0.12
6,0.12
5,0.08
4,0.07
3,0.06
2,0.05
1,0.05
0,0.04
80,1.40
79,4.80
78,3.72
77,7.85
76,4.23
75,4.76
74,10.02
73,2.40
72,11.22
71,8.78
70,7.80
69,3.52
68,7.94
67,3.44
66,1.22
65,4.87
64,0.89
63,9.11
62,16.35
61,6.24
60,2.48
59,4.30
58,7.34
57,3.08
56,2.52
55,1.30
54,3.72
53,3.13
52,1.30
51,0.96
50,8.16
49,0.75
48,0.57
47,1.30
46,0.94
45,3.80
44,0.84
43,0.79
42,0.86
41,2.99
40,1.35
39,1.97
38,0.86
37,4.92
36,1.14
35,0.46
34,0.39
33,0.33
32,1.01
31,0.54
30,0.49
29,1.82
28,0.97
27,0.27
26,0.74
25,1.58
24,0.64
23,0.23
22,0.46
21,0.28
20,0.18
19,0.66
18,0.66
17,0.17
16,0.49
15,0.22
14,0.81
13,0.31
12,0.31
11,0.30
10,0.21
9,0.15
8,0.08
7,0.13
6,0.09
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,4.36
79,1.93
78,2.63
77,1.04
76,2.35
75,8.62
74,4.00
73,12.36
72,6.74
71,4.29
70,3.87
69,3.33
68,3.57
67,1.64
66,8.31
65,1.75
64,0.96
63,2.60
62,1.37
61,5.24
60,1.52
59,3.58
58,5.96
57,1.44
56,5.27
55,2.02
54,4.57
53,6.76
52,1.45
51,5.48
50,1.09
49,1.83
48,3.43
47,1.65
46,1.54
45,0.57
44,0.76
43,1.78
42,1.59
41,0.51
40,0.84
39,3.19
38,0.34
37,3.03
36,4.32
35,1.08
34,2.44
33,1.07
32,3.06
31,0.66
30,1.64
29,0.59
28,0.92
27,0.23
26,0.42
25,0.27
24,1.12
23,0.28
22,0.22
21,0.30
20,0.25
19,0.30
18,0.22
17,0.12
16,0.31
15,0.53
14,0.54
13,0.20
12,0.17
11,0.25
10,0.18
9,0.11
8,0.09
7,0.11
6,0.11
5,0.08
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
80,2.34
79,5.77
78,2.58
77,15.54
76,4.10
75,3.38
74,10.30
73,0.99
72,8.99
71,2.41
70,3.92
69,3.46
68,2.20
67,2.34
66,2.55
65,2.62
64,2.38
63,1.92
62,1.47
61,4.43
60,2.16
59,1.95
58,1.38
57,10.93
56,1.37
55,5.80
54,5.80
53,3.18
52,4.84
51,1.16
50,8.07
49,4.44
48,1.74
47,2.21
46,1.44
45,0.64
44,1.58
43,0.82
42,1.75
41,1.26
40,8.21
39,0.44
38,0.56
37,0.95
36,1.60
35,3.00
34,1.52
33,1.62
32,0.51
31,0.96
30,0.49
29,0.91
28,0.34
27,1.08
26,0.53
25,0.22
24,0.25
23,0.28
22,0.33
21,0.33
20,0.58
19,0.62
18,0.15
17,0.30
16,0.26
15,0.29
14,0.36
13,0.23
12,0.13
11,0.10
10,0.36
9,0.07
8,0.14
7,0.12
6,0.07
5,0.07
4,0.06
3,0.06
2,0.05
1,0.05
0,0.05
